frame,metric,arm,baseline,n,arm_value,baseline_value,median_diff,mean_diff,p_raw,p_holm
NBI,nsd3,mmd_fusion,nbi_only,77,0.2931888947618674,0.27240563311999727,0.024791860160544854,0.020783261641870023,0.002456010855965683,0.007368032567897049
NBI,nsd3,mid_fusion_wide,nbi_only,77,0.302600064641312,0.27240563311999727,0.02430491999874751,0.030194431521314624,0.00018434672832208328,0.0007373869132883331
NBI,nsd3,mid_fusion,nbi_only,77,0.30509228273978917,0.27240563311999727,0.02412795298422804,0.03268664961979193,4.813299698413994e-05,0.00024066498492069968
NBI,nsd3,mmd_fusion_w1.0,nbi_only,77,0.28333886390029056,0.27240563311999727,0.012565081967055858,0.01093323078029326,0.3488652226984179,0.3488652226984179
NBI,nsd3,mmd_fusion_w0.01,nbi_only,77,0.29203580785606115,0.27240563311999727,0.00971687535889458,0.019630174736063804,0.024980659751920428,0.049961319503840855
NBI,hd95,mmd_fusion,nbi_only,77,74.22905571071713,66.82265257033367,3.5966213521520416,7.406403140383464,0.024980659751920428,0.174864618263443
NBI,hd95,mid_fusion,nbi_only,77,63.183507866153874,66.82265257033367,-3.4189685908147567,-3.639144704179788,0.10152956702138094,0.5076478351069047
NBI,hd95,mmd_fusion_w1.0,nbi_only,77,76.27419002652607,66.82265257033367,2.8898645392590936,9.451537456192396,0.005609791478806221,0.044878331830449765
NBI,hd95,mmd_fusion_w1e-4,nbi_only,77,65.15344134083418,66.82265257033367,-2.738302084672924,-1.6692112294994805,0.1842581930614795,0.737032772245918
NBI,hd95,mid_fusion_wide,nbi_only,77,63.52691492144691,66.82265257033367,-2.3870397111389323,-3.2957376488867722,0.07513290151866707,0.4507974091120024
NBI,hd95,ours,nbi_only,77,65.79622387137877,66.82265257033367,-1.8522258738846062,-1.0264286989548987,0.21444300030975028,0.737032772245918
NBI,hd95,early_fusion_nbi,nbi_only,77,68.56778288399022,66.82265257033367,1.803311538672851,1.7451303136565373,0.362081849945621,0.737032772245918
NBI,hd95,mmd_fusion_w0.01,nbi_only,77,68.34095542063045,66.82265257033367,-0.2491655925971159,1.5183028502967777,0.9493935715989974,0.9493935715989974
