epoch,train_loss,val_dice,train_mmd
0,1.2783970952033996,0.42881567825873695,0.03368087162574132
1,1.0942766427993775,0.5721102373244862,0.03396263979375362
2,1.0765352686246237,0.5710972527075018,0.03714878124495347
3,1.0546168208122253,0.6495221043630368,0.03889979148904483
4,1.0439938306808472,0.6857807966026788,0.03679162537058194
5,0.9983152747154236,0.6750287041070971,0.03654335215687752
6,0.9913210193316142,0.6689463725274739,0.03897360563278198
7,0.9726398825645447,0.6893717904889783,0.03740357123315334
8,0.9781681776046753,0.6808802867950022,0.037421945358316104
9,0.9588340282440185,0.6892279955257761,0.036924737070997554
10,0.9305093050003052,0.6850893262779346,0.03884321972727776
11,0.9601053873697917,0.6896371343526966,0.035144552836815515
